	word	quideword	cerf	pos
10353	veteran	A LONG TIME	C2	noun
10354	vice		C2	noun
10355	virgin		C2	noun
10356	virtue	GOOD QUALITY	C2	noun
10357	volume	BOOK	C2	noun
10358	vow		C2	noun
10359	wave	GROUP	C2	noun
10360	wave	HAND	C2	noun
10361	whim		C2	noun
10362	wish	SECRET	C2	noun
10363	west	DIRECTION	A2	noun
10364	wool		A2	noun
10365	work	ACTIVITY	A2	noun
10366	value	IMPORTANCE	B1	noun
10367	variety	BEING DIFFERENT	B1	noun
10368	weight	AMOUNT	B1	noun
10369	wildlife		B1	noun
10370	waste	UNWANTED MATTER	B2	noun
10371	wheat		B2	noun
10372	usage	AMOUNT	C1	noun
10373	worse		C1	noun
10374	upkeep		C2	noun
10375	view	POSITION	C2	noun
10376	violence	EXTREME FORCE	C2	noun
10377	virtue	MORAL BEHAVIOUR	C2	noun
10378	welfare	CARE	C2	noun
10379	worship		C2	noun
10380	wreckage		C2	noun
10381	xenophobia		C2	noun
10382	TV		A1	noun
10383	Wednesday		A1	noun
10384	video	FILM/TV	A2	noun
10385	white		A2	noun
10386	use	PURPOSE	B1	noun
10387	value	MONEY	B1	noun
10388	wire	METAL THREAD	B2	noun
10389	usage	WORDS	C1	noun
10390	virtue	ADVANTAGE	C2	noun
10391	wage		B1	noun
10392	way	DISTANCE	B1	noun
10393	view	ABILITY TO SEE	B2	noun
10394	vocabulary	LANGUAGE	C1	noun
10395	way	MANNER	C1	noun
10396	way	FREE SPACE	C2	noun
10397	work	SUCCEED	B1	verb
10398	vanish		B2	verb
10399	vary	BE DIFFERENT	B2	verb
10400	wait	NOT DO SOMETHING	C1	verb
10401	visit	SEE A PLACE	A1	verb
10402	visit	INTERNET	A2	verb
10403	win	PRIZE	A2	verb
10404	update	ADD INFORMATION	B1	verb
10405	upload		B1	verb
10406	weigh	HEAVINESS	B1	verb
10407	underestimate	NOT KNOW SIZE	B2	verb
10408	upset		B2	verb
10409	use	WORD	B2	verb
10410	value	IMPORTANCE	B2	verb
10411	wear	HAIR	B2	verb
10412	weigh	CONSIDER CAREFULLY	B2	verb
10413	witness		B2	verb
10414	underestimate	PERSON	C1	verb
10415	undergo		C1	verb
10416	verify		C1	verb
10417	withdraw	REMOVE	C1	verb
10418	worship	RELIGION	C1	verb
10419	twist	CHANGE MEANING	C2	verb
10420	undermine		C2	verb
10421	uphold	AGREE	C2	verb
10422	uphold	SUPPORT	C2	verb
10423	urge	ADVISE	C2	verb
10424	use	PERSON	C2	verb
10425	value	MONEY	C2	verb
10426	vow		C2	verb
10427	wear	FACE	C2	verb
10428	wield		C2	verb
10429	withstand		C2	verb
10430	understand	KNOW MEANING	A1	verb
10431	work	DO JOB	A1	verb
10432	write	PRODUCE	A1	verb
10433	understand	KNOW WHY/HOW	A2	verb
10434	win	COMPETITION	A2	verb
10435	write	COMMUNICATE	A2	verb
10436	type		B1	verb
10437	understand	KNOW FEELINGS	B1	verb
10438	vote		B1	verb
10439	wave	HAND	B1	verb
10440	win	ELECTION	B1	verb
10441	wonder	QUESTION	B1	verb
10442	vary	CHANGE	B2	verb
10443	widen	MAKE WIDER	B2	verb
10444	unite		C1	verb
10445	wave	MOVE SIDE TO SIDE	C1	verb
10446	weaken	LOSE POWER	C1	verb
10447	worsen		C1	verb
10448	weaken	LOSE CONFIDENCE	C2	verb
10449	weapon		B2	noun
10450	war	FIGHTING	A2	noun
10451	war	TO STOP	C2	noun
10452	unwell		B1	adjective
10453	yes	AGREE	A1	adverb
10454	yes	ANSWER	A1	adverb
10455	yes	DISAGREE	A2	adverb
10456	undesirable		C2	adjective
10457	undue		C2	adjective
10458	useless	PERSON	C2	adjective
10459	utmost	EMPHASIS	C1	adjective
10460	worthy	DESERVING RESPECT	C1	adjective
10461	whereby		C2	adverb
10462	wretched	UNHAPPY	C2	adjective
10463	uncomfortable	NOT COMFORTABLE	B1	adjective
10464	unacceptable		B2	adjective
10465	unaffordable		C1	adjective
10466	unbelievable	SURPRISING	B1	adjective
10467	unreasonable		B2	adjective
10468	unreliable		B2	adjective
10469	uncomfortable	EMBARRASSED	C1	adjective
10470	unavailable	IMPOSSIBLE TO GET	B2	adjective
10471	unconventional		C1	adjective
10472	unethical		C2	adjective
10473	unbalanced	MENTALLY ILL	C2	adjective
10474	undressed		B2	adjective
10475	unlimited		B2	adjective
10476	unspoiled		C1	adjective
10477	unexpected		B1	adjective
10478	uninterested		B1	adjective
10479	unmarried		C1	adjective
10480	unemployed		B1	adjective
10481	unhelpful	NO HELP	B2	adjective
10482	unrealistic		B2	adjective
10483	uninteresting		B1	adjective
10484	unfortunately		A2	adverb
10485	undoubtedly		B2	adverb
10486	unexpectedly		B2	adverb
10487	unreasonably		C1	adverb
10488	unwillingly		C1	adverb
10489	unconscious	AS THOUGH SLEEPING	B2	adjective
10490	unscrupulous		C2	adjective
10491	unhealthy		B1	adjective
10492	unfit	NOT HEALTHY	B1	adjective
10493	unimportant		B1	adjective
10494	unpleasant	NOT PLEASANT	B1	adjective
10495	unfit	NOT GOOD ENOUGH	B2	adjective
10496	unsatisfactory		B2	adjective
10497	uneven		C2	adjective
10498	unhappy	SAD	A2	adjective
10499	unhappy	NOT SATISFIED	B1	adjective
10500	unkind		B1	adjective
10501	unaware		B2	adjective
10502	uncertain	NOT SURE	B2	adjective
10503	uneasy		B2	adjective
10504	unfortunate	UNLUCKY	B2	adjective
10505	unpopular		B2	adjective
10506	unsure	NOT CERTAIN	B2	adjective
10507	unpleasant	RUDE	C1	adjective
10508	unwise		C2	adjective
10509	viable		C2	adjective
10510	valuable	OBJECTS	B1	adjective
10511	virtual	USING COMPUTER	B2	adjective
10512	wrinkled		C2	adjective
10513	twisted	BENT	B2	adjective
10514	well-educated		C1	adjective
10515	well-qualified		C1	adjective
10516	well-balanced	FOOD	B2	adjective
10517	well-dressed		B1	adjective
10518	worried		A2	adjective
10519	well-balanced	PERSON	C1	adjective
10520	united	JOINED	B2	adjective
10521	united	IN AGREEMENT	B2	adjective
10522	useful	HELPING	A2	adjective
10523	wonderful		A2	adjective
10524	winding		B2	adjective
10525	understanding		B2	adjective
10526	worrying		B2	adjective
10527	working	JOB	B1	adjective
10528	vaccination		C2	noun
10529	useless	NO HELP	B1	adjective
10530	virtually	ALMOST	B2	adverb
10531	violently		B2	adverb
10532	warmly	FRIENDLY	B2	adverb
10533	willingly		B2	adverb
10534	virtually	COMPUTER	B2	adverb
10535	vivacious		C2	adjective
10536	wealthy		B2	adjective
10537	windy		A2	adjective
10538	well	HEALTHY	A1	adjective
10539	warm	CLOTHES	A2	adjective
10540	written		B1	adjective
10541	very	EMPHASIS	A1	adverb
10542	well	TO A GREAT DEGREE	A2	adverb
10543	well	EMPHASIS	B2	adverb
10544	well	CONSIDERABLY	C1	adverb
10545	voice		C2	verb
10546	white	COLOUR	A1	adjective
10547	yellow		A1	adjective
10548	whole		A2	adjective
10549	wide	DISTANCE	A2	adjective
10550	worse	MORE UNPLEASANT	A2	adjective
10551	worst		A2	adjective
10552	upright		B2	adjective
10553	vast		B2	adjective
10554	vivid	COLOURS	B2	adjective
10555	versatile	THING	C2	adjective
10556	underneath		B2	adverb
10557	upside down		B2	adverb
10558	white	COFFEE	A2	adjective
10559	white	WINE	A2	adjective
10560	vegetarian		B1	adjective
10561	weak	TASTE	B2	adjective
10562	upstairs		B1	adjective
10563	upstairs		A2	adverb
10564	well-off		C1	adjective
10565	warm	TEMPERATURE	A1	adjective
10566	wet	WEATHER	A2	adjective
10567	underground		B2	adjective
10568	underground		B2	adjective
10569	wild	LAND	B2	adjective
10570	worldwide		B2	adjective
10571	wild	WEATHER	C2	adjective
10572	wash		A2	noun
10573	waste	BAD USE	B1	noun
10574	view	WATCH	C2	verb
10575	young		A1	adjective
10576	weak	BODY	B1	adjective
10577	white	PERSON	B1	adjective
10578	well-built		B2	adjective
10579	youth	YOUNG PEOPLE	B1	noun
10580	upset	UNHAPPY	A2	adjective
10581	well-known		A2	adjective
10582	weak	NOT GOOD	B1	adjective
10583	vivid	DESCRIPTIONS	B2	adjective
10584	welcome	PLEASING	B2	adjective
10585	wise		B2	adjective
10586	witty		B2	adjective
10587	vain	APPEARANCE	C2	adjective
10588	versatile	PERSON	C2	adjective
10589	wary		C2	adjective
10590	wicked		C2	adjective
10591	willing	WANTING	C2	adjective
10592	withdrawn		C2	adjective
10593	vacant	JOB	B2	adjective
10594	workforce	COMPANY	C1	noun
10595	turnover	EMPLOYEES	C2	noun
10596	violent	ACTION	B2	adjective
10597	violent	PERSON	B2	adjective
10598	unforgettable		B1	adjective
10599	unbearable		B2	adjective
10600	unbelievable	UNLIKELY	B2	adjective
10601	unfashionable		B2	adjective
10602	unpredictable		B2	adjective
10603	unsuitable		B2	adjective
10604	unavailable	CANNOT DO SOMETHING	C1	adjective
10605	unavoidable		C1	adjective
10606	undeniable		C1	adjective
10607	unthinkable		C1	adjective
10608	unattainable		C2	adjective
10609	unfavourable	CRITICIZING	C2	adjective
10610	unfavourable	NOT GOOD	C2	adjective
10611	unimaginable		C2	adjective
10612	unsustainable	HARMFUL TO THE ENVIRONMENT	C2	adjective
10613	unsustainable	NOT ABLE TO CONTINUE	C2	adjective
10614	unprofessional		C1	adjective
10615	unconditional		C2	adjective
10616	unchanged		B2	adjective
10617	unjustified		C1	adjective
10618	unnoticed		C1	adjective
10619	unqualified		C1	adjective
10620	unrelated		C1	adjective
10621	unsolved		C1	adjective
10622	untouched		C1	adjective
10623	unwanted		C1	adjective
10624	unaffected		C2	adjective
10625	unbalanced	NOT FAIR	C2	adjective
10626	unbiased		C2	adjective
10627	undeveloped		C2	adjective
10628	undoubted		C2	adjective
10629	uninhabited		C2	adjective
10630	unprecedented		C2	adjective
10631	unsuccessful		B2	adjective
10632	unhelpful	NOT IMPROVE	C1	adjective
10633	uneventful		C2	adjective
10634	unattractive	NOT BEAUTIFUL	B2	adjective
10635	unattractive	NOT INTERESTING	C1	adjective
10636	unproductive		C1	adjective
10637	unlikely	NOT LIKELY	B1	adjective
10638	unlikely	NOT TRUE	C2	adjective
10639	unfairly		B2	adverb
10640	uncomfortably		C1	adverb
10641	unnecessarily		C1	adverb
10642	unquestionably		C1	adverb
10643	unsuccessfully		C1	adverb
10644	unavoidably		C2	adverb
10645	unconsciously		C2	adverb
10646	undeniably		C2	adverb
10647	unconscious	NOT AWARE	C2	adjective
10648	unlucky		B1	adjective
10649	unusual		A2	adjective
10650	unfair	NOT EQUAL	B1	adjective
10651	unfriendly		B1	adjective
10652	unknown	NOT KNOWN	B1	adjective
10653	unknown	NOT FAMOUS	B1	adjective
10654	unnecessary		B1	adjective
10655	untidy		B1	adjective
10656	uncertain	NOT KNOWN	B2	adjective
10657	unclear	DIFFICULT TO UNDERSTAND	B2	adjective
10658	unfair	NOT TRUE	B2	adjective
10659	unfamiliar	NOT KNOWN	B2	adjective
10660	unfortunate	BAD SITUATION	B2	adjective
10661	unnatural		B2	adjective
10662	unwilling		B2	adjective
10663	uncommon		C1	adjective
10664	unforeseen		C1	adjective
10665	unpaid	NOT PAID	C1	adjective
10666	unpaid	WORK FOR FREE	C1	adjective
10667	unreal		C1	adjective
10668	unsafe	DANGEROUS	C1	adjective
10669	unsafe	IN DANGER	C1	adjective
10670	untrue		C1	adjective
10671	understandable		B2	adjective
10672	valuable	INFORMATION	B2	adjective
10673	variable		C1	adjective
10674	vulnerable		C2	adjective
10675	typical		B1	adjective
10676	usual	NORMAL	B1	adjective
10677	universal		B2	adjective
10678	visual		B2	adjective
10679	vertical		C1	adjective
10680	virtual	ALMOST	C1	adjective
10681	verbal	WORDS	C2	adjective
10682	verbal	SPOKEN	C2	adjective
10683	vocational		C2	adjective
10684	varied		B2	adjective
10685	well-organized		B2	adjective
10686	well-equipped		C1	adjective
10687	well-informed		C1	adjective
10688	twisted	STRANGE	C2	adjective
10689	underdeveloped		C2	adjective
10690	visible	CAN BE SEEN	B2	adjective
10691	visible	OBVIOUS	C1	adjective
10692	upcoming		C1	adjective
10693	underlying		C2	adjective
10694	understanding	KNOWLEDGE	B2	noun
10695	worthless	NOT IMPORTANT	C1	adjective
10696	worthless	MONEY	C2	adjective
10697	weekly		A2	adjective
10698	usually		A2	adverb
10699	typically	USUALLY	B1	adverb
10700	urgently		B1	adverb
10701	typically	EXPECTED CHARACTERISTICS	B2	adverb
10702	vividly		B2	adverb
10703	warmly	KEEP WARM	B2	adverb
10704	widely	INCLUDING A LOT	B2	adverb
10705	wildly	WITHOUT CONTROL	B2	adverb
10706	wrongly	INCORRECTLY	B2	adverb
10707	ultimately	FINALLY	C1	adverb
10708	understandably		C1	adverb
10709	universally		C1	adverb
10710	utterly		C1	adverb
10711	wisely		C1	adverb
10712	ultimately	EMPHASIS	C2	adverb
10713	unanimously		C2	adverb
10714	vaguely		C2	adverb
10715	visibly		C2	adverb
10716	vitally		C2	adverb
10717	voluntarily		C2	adverb
10718	wholeheartedly		C2	adverb
10719	wholly		C2	adverb
10720	wildly	EXTREMELY	C2	adverb
10721	various		A2	adjective
10722	unanimous		C2	adjective
10723	vicious	VIOLENT	C2	adjective
10724	vicious	UPSETTING	C2	adjective
10725	wrong	NOT CORRECT	A1	adjective
10726	west		A2	adjective
10727	wet	WATER	A2	adjective
10728	wild	ANIMAL	A2	adjective
10729	wooden		A2	adjective
10730	upper	HIGH POSITION	B1	adjective
10731	up-to-date		B1	adjective
10732	urgent		B1	adjective
10733	warm	FRIENDLY	B1	adjective
10734	waste		B1	adjective
10735	welcome	PLEASED	B1	adjective
10736	western	DIRECTION	B1	adjective
10737	western	COUNTRIES	B1	adjective
10738	wet	NOT DRY YET	B1	adjective
10739	wrong	PROBLEM	B1	adjective
10740	ultimate	MOST	B2	adjective
10741	underwater		B2	adjective
10742	unique	DIFFERENT	B2	adjective
10743	unique	SPECIAL	B2	adjective
10744	urban		B2	adjective
10745	vacant	EMPTY	B2	adjective
10746	valid	GOOD REASON	B2	adjective
10747	valid	OFICIALLY ACCEPTABLE	B2	adjective
10748	vital		B2	adjective
10749	waterproof		B2	adjective
10750	weak	CHARACTER	B2	adjective
10751	weak	SLIGHT	B2	adjective
10752	weird		B2	adjective
10753	well-paid		B2	adjective
10754	wild	ENERGETIC	B2	adjective
10755	worthwhile		B2	adjective
10756	wrong	NOT MORAL	B2	adjective
10757	ultimate	FINAL	C1	adjective
10758	underpaid		C1	adjective
10759	upper-class		C1	adjective
10760	upward		C1	adjective
10761	vague	NOT CLEAR	C1	adjective
10762	voluntary		C1	adjective
10763	weak	REASON	C1	adjective
10764	weak	LIKELY TO FAIL	C1	adjective
10765	widespread		C1	adjective
10766	working-class		C1	adjective
10767	wrong	NOT SUITABLE	C1	adjective
10768	underway	HAPPENING	C2	adjective
10769	utter		C2	adjective
10770	vague	NOT THINKING	C2	adjective
10771	very		C2	adjective
10772	virgin		C2	adjective
10773	weary	TIRED	C2	adjective
10774	white	FACE	C2	adjective
10775	white	OF WHITE PEOPLE	C2	adjective
10776	would-be		C2	adjective
10777	wretched	BAD	C2	adjective
10778	up	VERTICAL	A1	adverb
10779	well	IN A GOOD WAY	A1	adverb
10780	when		A1	adverb
10781	where		A1	adverb
10782	why	ASK ABOUT REASON	A1	adverb
10783	yesterday		A1	adverb
10784	twice		A2	adverb
10785	up	HIGHER POSITION	A2	adverb
10786	west		A2	adverb
10787	wrong	NOT CORRECT	A2	adverb
10788	yet	UNTIL NOW	A2	adverb
10789	yet	NOW	A2	adverb
10790	up	NOT IN BED	B1	adverb
10791	why	TALK ABOUT REASON	B1	adverb
10792	worse	COMPARATIVE	B1	adverb
10793	up	INCREASE	B2	adverb
10794	up	COMPLETE	B2	adverb
10795	wide	APART	B2	adverb
10796	worst		B2	adverb
10797	upwards	HIGHER LEVEL	C1	adverb
10798	vice versa		C1	adverb
10799	yet	IN THE FUTURE	C1	adverb
10800	uphill	TOP OF HILL	C2	adverb
10801	whenever		C2	adverb
10802	whereabouts		C2	adverb
10803	whole		C2	adverb
10804	wood	MATERIAL	A2	noun
10805	world	GROUP	B1	noun
10806	union	JOINING	B2	noun
10807	vote	DECIDE	B2	noun
10808	the upper class		C1	noun
10809	the working class		C1	noun
10810	workforce	COUNTRY	C2	noun
10811	win	ARGUMENT	B2	verb
10812	wound		B2	verb
10813	worship	ADMIRE	C1	verb
10814	view	OPINION	C2	verb
10815	yield		C2	verb
10816	violent	DAMAGE	C2	adjective
10817	bye		A1	exclamation
10818	Cheers!	GOODBYE	B1	exclamation
10819	Cheers!	THANK YOU	B2	exclamation
10820	amongst		B2	preposition
10821	beyond	NOT UNDERSTAND	C1	preposition
10822	all	EVERY ONE	A1	determiner
10823	all right		A1	exclamation
10824	alright		A1	exclamation
10825	can	REQUEST	A1	modal verb
10826	can	OFFER	A1	modal verb
10827	about	SUBJECT	A1	preposition
10828	at	CAUSE	A2	preposition
10829	according to	OPINION	B1	preposition
10830	because of		B1	preposition
10831	against	NOT AGREE	B2	preposition
10832	any	SOME	A1	determiner
10833	any	NOT IMPORTANT WHICH	A1	determiner
10834	another	ADDITIONAL	A2	determiner
10835	at	PLACE	A1	preposition
10836	behind	BACK	A1	preposition
10837	between	SPACE	A1	preposition
10838	across		A2	preposition
10839	after	PAST A PLACE	A2	preposition
10840	after	ORDER	A2	preposition
10841	against	TOUCHING	A2	preposition
10842	around	IN A CIRCLE/CIRCULAR MOVEMENT	A2	preposition
10843	around	TO OR IN A PLACE	A2	preposition
10844	around	APPROXIMATELY	A2	preposition
10845	before	PLACE	A2	preposition
10846	beside	NEXT TO	A2	preposition
10847	between	AMOUNT	A2	preposition
10848	after	FOLLOWING	B1	preposition
10849	along	NEXT TO	B1	preposition
10850	among	IN THE MIDDLE	B1	preposition
10851	before	IN FRONT OF	B1	preposition
10852	by	NEAR	B1	preposition
10853	at	AMOUNT	B2	preposition
10854	beneath	UNDER	B2	preposition
10855	beyond	DISTANCE	B2	preposition
10856	can	ABILITY	A1	modal verb
10857	between	INVOLVE	A1	preposition
10858	be	CONTINUE	A2	auxiliary verb
10859	be	PASSIVE	A2	auxiliary verb
10860	a	NOT PARTICULAR	A1	determiner
10861	a	ANY/EVERY	A1	determiner
10862	a	ONE	A1	determiner
10863	a	TYPE	A1	determiner
10864	all	WHOLE TIME	A1	determiner
10865	an		A1	determiner
10866	both		A1	determiner
10867	a	AMOUNTS	A2	determiner
10868	a	AN ACTION	A2	determiner
10869	a	TWO NOUNS	A2	determiner
10870	a	UNIT	A2	determiner
10871	a	WITH FRACTION	A2	determiner
10872	a	PERIOD OF TIME	A2	determiner
10873	all	WHOLE AMOUNT	A2	determiner
10874	another	DIFFERENT	A2	determiner
10875	all	ONLY THING	B1	determiner
10876	Cheers!	BEFORE DRINK	B1	exclamation
10877	can	POSSIBILITY	A1	modal verb
10878	cannot		A1	modal verb
10879	can	PERMISSION	A2	modal verb
10880	can	SURPRISE	B1	modal verb
10881	can	TYPICAL	B2	modal verb
10882	can	SOMETIMES HAPPENING	B2	modal verb
10883	after	TIME/EVENT	A1	preposition
10884	at	TIME	A1	preposition
10885	at	DIRECTION	A1	preposition
10886	at	EMAIL ADDRESS	A1	preposition
10887	before	EARLIER	A1	preposition
10888	between	TIME	A1	preposition
10889	against	COMPETING	A2	preposition
10890	along	DIRECTION	A2	preposition
10891	among	IN A GROUP	A2	preposition
10892	between	CONNECT	A2	preposition
10893	between	SEPARATE	A2	preposition
10894	by	DO	A2	preposition
10895	by	HOW	A2	preposition
10896	by	NOT LATER THAN	A2	preposition
10897	against	OPPOSITE DIRECTION	B1	preposition
10898	at	ABILITY	B1	preposition
10899	before	IN ORDER	B1	preposition
10900	behind	SLOWER	B1	preposition
10901	behind	SUPPORTING	B1	preposition
10902	besides		B1	preposition
10903	between	SHARE	B1	preposition
10904	but		B1	preposition
10905	according to	METHOD	B2	preposition
10906	after	BECAUSE OF	B2	preposition
10907	along	PARTICULAR PLACE	B2	preposition
10908	beyond	TIME	B2	preposition
10909	by	HOLDING	B2	preposition
10910	by	AMOUNT	B2	preposition
10911	after	DESPITE	C1	preposition
10912	amid	WHILE	C1	preposition
10913	among	DIVIDE	C1	preposition
10914	behind	CAUSING	C1	preposition
10915	beyond	INVOLVING OTHERS	C1	preposition
10916	after	NAMED FOR	C2	preposition
10917	amid	AMONG	C2	preposition
10918	before	IMPORTANCE	C2	preposition
10919	behind	NOT AFFECTING	C2	preposition
10920	beneath	NOT GOOD ENOUGH	C2	preposition
10921	anything	IN QUESTIONS/NEGATIVES	A1	pronoun
10922	anything	NO MATTER WHICH	A1	pronoun
10923	anybody	IN QUESTIONS/NEGATIVES	A2	pronoun
10924	anyone	IN QUESTIONS/NEGATIVES	A2	pronoun
10925	anybody	ANY PERSON	B1	pronoun
10926	anyone	ANY PERSON	B1	pronoun
10927	cool		A2	exclamation
10928	concerning		B2	preposition
10929	damn		B1	exclamation
10930	considering		B2	preposition
10931	do	FOR EMPHASIS	B2	auxiliary verb
10932	could	REQUEST	A2	modal verb
10933	could	SUGGESTION	B1	modal verb
10934	could	ASK PERMISSION	B1	modal verb
10935	despite		B1	preposition
10936	every	EACH	A1	determiner
10937	enough	NECESSARY AMOUNT	A2	determiner
10938	double		B1	determiner
10939	enough	NEGATIVE COMMENT	B2	determiner
10940	down	LOWER POSITION	A2	preposition
10941	down	ALONG	A2	preposition
10942	everything		A2	pronoun
10943	do	QUESTIONS/NEGATIVES	A1	auxiliary verb
10944	do	AVOID REPEATING	B1	auxiliary verb
10945	each		A1	determiner
10946	every	HOW OFTEN	A1	determiner
10947	every	POSSIBLE	B2	determiner
10948	congratulations		A2	exclamation
10949	could	PAST ABILITY	A2	modal verb
10950	could	 POSSIBLY HAPPEN	B1	modal verb
10951	during	THROUGH	A2	preposition
10952	during	AT SOME TIME IN	A2	preposition
10953	except	NOT INCLUDING	A2	preposition
10954	each		A1	pronoun
10955	everybody		A2	pronoun
10956	everyone		A2	pronoun
10957	either	ONE OF TWO	B1	pronoun
10958	goodbye		A1	exclamation
10959	hi		A1	exclamation
10960	hey		A2	exclamation
10961	in	WEARING	B1	preposition
10962	good afternoon		A1	exclamation
10963	good evening		A1	exclamation
10964	good morning		A1	exclamation
10965	good night		A1	exclamation
10966	hello	GREETING	A1	exclamation
10967	hello	ON PHONE	A1	exclamation
10968	for	MEANING	A2	preposition
10969	in	EXPRESSED	B1	preposition
10970	for	SUPPORT	B2	preposition
10971	few	NOT MANY	B1	determiner
10972	from	STARTING PLACE	A1	preposition
10973	from	ORIGIN	A1	preposition
10974	in	INSIDE	A1	preposition
10975	inside	CONTAINER	A1	preposition
10976	into	IN	A1	preposition
10977	from	MATERIAL	A2	preposition
10978	in	PART OF	A2	preposition
10979	in	ARRANGEMENT	B1	preposition
10980	from	POSITION	B2	preposition
10981	in	EXPERIENCE	B1	preposition
10982	for	PAYMENT	A2	preposition
10983	for	REPRESENTING	B1	preposition
10984	including		A2	preposition
10985	following		B2	preposition
10986	have		A2	auxiliary verb
10987	her		A1	determiner
10988	his		A1	determiner
10989	for	GIVEN/USED	A1	preposition
10990	for	TIME/DISTANCE	A1	preposition
10991	from	TIME	A1	preposition
10992	from	DISTANCE	A1	preposition
10993	in	DURING	A1	preposition
10994	for	PURPOSE	A2	preposition
10995	for	GET	A2	preposition
10996	for	OCCASION	A2	preposition
10997	for	AT A TIME	A2	preposition
10998	for	BECAUSE OF	A2	preposition
10999	for	TOWARDS	A2	preposition
11000	in	USING TIME	A2	preposition
11001	into	CHANGE	A2	preposition
11002	for	HELP	B1	preposition
11003	from	COMPARING	B1	preposition
11004	in	INVOLVED	B1	preposition
11005	instead of		B1	preposition
11006	into	HIT	B1	preposition
11007	into	TOWARDS	B1	preposition
11008	from	CAUSE	B2	preposition
11009	from	CHANGE	B2	preposition
11010	from	PREVENTING	B2	preposition
11011	in	RESULT	B2	preposition
11012	for	RESPONSIBILITY	C1	preposition
11013	for	COMPARE	C1	preposition
11014	in	CAUSE	C2	preposition
11015	inside	TIME	C2	preposition
11016	he		A1	pronoun
11017	her		A1	pronoun
11018	him		A1	pronoun
11019	I		A1	pronoun
11020	it	THING	A1	pronoun
11021	it	SUBJECT/OBJECT	A1	pronoun
11022	hers		A2	pronoun
11023	herself	REFLEXIVE	A2	pronoun
11024	himself	REFLEXIVE	A2	pronoun
11025	his		A2	pronoun
11026	it	TIME/WEATHER	A2	pronoun
11027	herself	EMPHASIS	B2	pronoun
11028	himself	EMPHASIS	B2	pronoun
11029	it	SEEM	B2	pronoun
11030	it	EMPHASIZE	C2	pronoun
11031	may	PERMISSION	B1	modal verb
11032	OK	AGREEING	A1	exclamation
11033	OK	ACTION	A2	exclamation
11034	much	A LOT OF	C1	determiner
11035	one	ANY PERSON	C1	pronoun
11036	oneself		C1	pronoun
11037	OK	UNDERSTAND	A2	exclamation
11038	on	RECORDING	A2	preposition
11039	no	SIGNS	A2	determiner
11040	oh	NEW IDEA	A1	exclamation
11041	oh	EXPRESS EMOTION	A1	exclamation
11042	out of	BECAUSE OF	B2	preposition
11043	itself	EMPHASIS	B1	pronoun
11044	many	LARGE NUMBER	A1	determiner
11045	more	IN ADDITION	A1	determiner
11046	more	GREATER AMOUNT	A1	determiner
11047	much	QUESTION	A1	determiner
11048	no	NOT ANY	A1	determiner
11049	other	ADDITIONAL	A1	determiner
11050	less		A2	determiner
11051	most	ALMOST ALL	A2	determiner
11052	other	PART OF SET	A2	determiner
11053	little	NOT ENOUGH	B1	determiner
11054	least		B2	determiner
11055	near	DISTANCE	A1	preposition
11056	of	AMOUNT	A1	preposition
11057	of	CONTAINING	A1	preposition
11058	of	NUMBER	A1	preposition
11059	on	SURFACE	A1	preposition
11060	on	CONNECTED	A1	preposition
11061	next to		A2	preposition
11062	of	POSITION	A2	preposition
11063	of	SHOW	A2	preposition
11064	on	DIRECTIONS	A2	preposition
11065	on	PLACE	A2	preposition
11066	opposite		A2	preposition
11067	out of	NO LONGER IN PLACE	A2	preposition
11068	outside		A2	preposition
11069	over	MORE THAN	A2	preposition
11070	of	WHO/WHAT	B1	preposition
11071	on	NEXT TO	B1	preposition
11072	out of	NO LONGER INSIDE	B1	preposition
11073	out of	FROM AMONG	B1	preposition
11074	over	HIGHER POSITION	B1	preposition
11075	over	OTHER SIDE	B1	preposition
11076	less		A2	pronoun
11077	most	ALMOST ALL	A2	pronoun
11078	nothing	NOT ANYTHING	A2	pronoun
11079	other	BELONGING TO GROUP	A2	pronoun
11080	little	SMALL AMOUNT	B1	pronoun
11081	none		B1	pronoun
11082	on	TRAVEL	A2	preposition
11083	its		A1	determiner
11084	my		A1	determiner
11085	our		A1	determiner
11086	much	NEGATIVE	A2	determiner
11087	one	PARTICULAR PERSON/THING	A2	determiner
11088	most	MORE	B1	determiner
11089	other	DIFFERENT	B1	determiner
11090	one	FUTURE TIME	B2	determiner
11091	one	PARTICULAR TIME	B2	determiner
11092	one	SINGLE	B2	determiner
11093	one	ONLY	B2	determiner
11094	may	POSSIBLY HAPPEN	A2	modal verb
11095	might	POSSIBLY HAPPEN	A2	modal verb
11096	must	NECESSARY	A2	modal verb
11097	may	POSSIBLY TRUE	B1	modal verb
11098	might	POSSIBLY TRUE	B1	modal verb
11099	must	SUGGEST	B1	modal verb
11100	ought to	BEST THING	B1	modal verb
11101	must	LIKELY	B2	modal verb
11102	ought to	TRUE	B2	modal verb
11103	of	BELONG	A1	preposition
11104	on	DAY/DATE	A1	preposition
11105	like	SIMILAR	A2	preposition
11106	minus		A2	preposition
11107	of	COMPARING	A2	preposition
11108	on	TIME/MONEY	A2	preposition
11109	over	COVERING	A2	preposition
11110	like	SUCH AS	B1	preposition
11111	of	CAUSE	B1	preposition
11112	off	AWAY FROM	B1	preposition
11113	off	REMOVED	B1	preposition
11114	on	ABOUT	B1	preposition
